62	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	2
63	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	1
64	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	1
65	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	1
66	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	2
67	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	2
68	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	1
69	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	1
70	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	1
71	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	3
72	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	1
73	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	1
74	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	2
75	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
76	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	3
77	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	2
78	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	2
79	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	1
80	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	1
81	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	3
82	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	3
83	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	2
84	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	2
85	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	2
86	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
87	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	2
88	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	2
89	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	2
90	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	1
91	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	1
92	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	1
93	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	1
94	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	1
95	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	1
96	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	3
97	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	2
98	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	1
99	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	3
100	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	1
101	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	1
102	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	1
103	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	2
104	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	1
105	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	1
106	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	1
107	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	2
108	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	1
109	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	2
110	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	1
111	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	2
112	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	2
113	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	2
114	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	1
115	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	3
116	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
117	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	2
118	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	1
119	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	2
120	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	2
121	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	3
122	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	1
123	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	1
124	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	2
125	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	3
126	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	1
127	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
128	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	3
129	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	3
130	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	3
131	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	3
132	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	3
133	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	3
134	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
135	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
136	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
137	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	2
138	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	3
139	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	2
140	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	3
141	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	3
142	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	1
143	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	2
144	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	1
145	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	3
146	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	1
147	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	2
148	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	3
149	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	1
150	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	1
151	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	3
152	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	1
153	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	3
154	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	1
155	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	2
156	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	3
157	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	1
158	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
159	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
160	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	1
161	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	2
162	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	3
163	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	3
164	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	1
165	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	1
166	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	3
167	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	3
168	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	3
169	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	2
170	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	3
171	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	2
172	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	3
173	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	1
174	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	2
175	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	2
176	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	1
177	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	2
178	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	2
179	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	1
180	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	1
181	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	1
182	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	1
183	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	2
184	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	1
185	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	3
186	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	2
187	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	3
188	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	1
189	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	2
190	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	2
191	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	2
192	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	2
193	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	3
194	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	1
195	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	3
196	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	1
197	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	2
198	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	2
199	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	3
200	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	1
201	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	2
202	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	2
203	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	3
204	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	1
205	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	1
206	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	3
207	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	2
208	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	2
209	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	3
210	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	1
211	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	3
212	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	3
213	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	3
214	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	2
215	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	1
216	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	3
217	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	1
218	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	3
219	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
220	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	1
221	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
222	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	3
223	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	3
224	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	1
225	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	3
226	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	3
227	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	2
228	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	3
229	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	3
230	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	3
231	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	1
232	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	1
233	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	2
234	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	3
235	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	1
236	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	2
237	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	1
238	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	3
239	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	2
240	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	2
241	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	2
242	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	1
243	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	2
244	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	1
245	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	2
246	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	1
247	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	2
248	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	3
249	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	1
250	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	2
251	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	2
252	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	3
253	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	1
254	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	1
255	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	2
256	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	1
257	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	1
258	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	2
259	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	3
260	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
261	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	1
262	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	2
263	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	2
264	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
265	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	3
266	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	3
267	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	1
268	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	2
269	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	3
270	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	1
271	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	3
272	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	2
273	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	3
274	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	2
275	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
276	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	3
277	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	1
278	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	2
279	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	3
280	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	2
281	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	2
282	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	2
283	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	1
284	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	2
285	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	3
286	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	3
287	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	3
288	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	2
289	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	2
290	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	1
291	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	1
292	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	3
293	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	1
294	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	2
295	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	2
296	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	1
297	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	3
298	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	3
299	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	1
300	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	3
301	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	1
302	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	3
303	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
304	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	3
305	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	1
306	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	2
307	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	2
308	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	3
309	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	2
310	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	1
311	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	3
312	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	3
313	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	2
314	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	2
315	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	3
316	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	3
317	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	2
318	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	1
319	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	1
320	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	1
321	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
322	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	2
323	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	2
324	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	3
325	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
326	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	3
327	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	1
328	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	2
329	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	1
330	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	3
331	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	2
332	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	1
333	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	3
334	$6.00	5	$30.00	$5.00	$25.00	0.15	$3.75	$28.75	2
335	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	3
336	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
337	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	3
338	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	2
339	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
340	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	2
341	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	1
342	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	2
343	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	2
344	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	3
345	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	3
346	$6.00	8	$48.00	$5.00	$43.00	0.15	$6.45	$49.45	1
347	$6.00	4	$24.00	\N	$24.00	0.15	$3.60	$27.60	2
348	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	1
349	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	2
350	$6.00	2	$12.00	\N	$12.00	0.15	$1.80	$13.80	3
351	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	2
352	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	1
353	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	3
354	$6.00	3	$18.00	\N	$18.00	0.15	$2.70	$20.70	2
355	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	1
356	$6.00	6	$36.00	$5.00	$31.00	0.15	$4.65	$35.65	2
357	$6.00	7	$42.00	$5.00	$37.00	0.15	$5.55	$42.55	1
358	$6.00	1	$6.00	\N	$6.00	0.15	$0.90	$6.90	2
359	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	3
360	$6.00	9	$54.00	$5.00	$49.00	0.15	$7.35	$56.35	3
